workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,result
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Mexico,>50K
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
Local-gov,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,7,United-States,<=50K
Private,10th,Divorced,Adm-clerical,Unmarried,Other,Female,0,0,42,United-States,<=50K
Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,50,United-States,>50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,3103,0,48,United-States,>50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,?,>50K
Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,United-States,>50K
Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,40,United-States,>50K
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,>50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
Self-emp-inc,Assoc-voc,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
?,HS-grad,Widowed,?,Not-in-family,White,Female,2329,0,15,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,9386,0,40,United-States,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
Private,Some-college,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
Self-emp-not-inc,10th,Divorced,Exec-managerial,Own-child,White,Male,0,0,60,United-States,>50K
Private,Some-college,Widowed,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,60,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Local-gov,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
Self-emp-inc,Bachelors,Separated,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,8614,0,60,United-States,>50K
Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
Local-gov,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Male,0,0,43,United-States,<=50K
Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,99999,0,20,United-States,>50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
Self-emp-not-inc,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,75,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,60,Japan,<=50K
?,HS-grad,Widowed,?,Not-in-family,White,Female,0,0,20,United-States,<=50K
Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Mexico,<=50K
Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,48,United-States,<=50K
Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,68,United-States,>50K
Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,40,Poland,<=50K
Private,Some-college,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,30,Jamaica,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,2414,0,5,United-States,<=50K
Private,Bachelors,Never-married,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,2290,0,40,Greece,<=50K
?,HS-grad,Divorced,?,Not-in-family,White,Male,0,0,10,United-States,<=50K
Federal-gov,Assoc-acdm,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
Private,10th,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,24,United-States,<=50K
Self-emp-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,<=50K
Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,0,0,42,United-States,<=50K
Private,HS-grad,Married-spouse-absent,Farming-fishing,Unmarried,Other,Male,0,0,40,Mexico,<=50K
Private,9th,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
?,10th,Divorced,?,Unmarried,White,Female,0,0,16,?,<=50K
Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,32,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K
Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7688,0,50,United-States,>50K
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,50,United-States,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,98,United-States,<=50K
Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,8,United-States,<=50K
Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K
Local-gov,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
Private,11th,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
Private,12th,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,70,United-States,>50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,>50K
Private,9th,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,43,United-States,<=50K
State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,United-States,<=50K
Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,18,United-States,<=50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
Private,9th,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Private,9th,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,23,United-States,<=50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,0,1876,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,36,United-States,<=50K
Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
Self-emp-inc,11th,Never-married,Farming-fishing,Own-child,White,Male,0,0,30,United-States,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Private,10th,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,0,0,24,United-States,<=50K
Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,38,United-States,<=50K
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,41,United-States,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,<=50K
Private,12th,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K
Federal-gov,Masters,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,10520,0,50,United-States,>50K
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,55,United-States,>50K
Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
Private,Bachelors,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,2258,48,Philippines,<=50K
Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,0,0,32,United-States,<=50K
Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States,<=50K
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,<=50K
Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
?,5th-6th,Married-civ-spouse,?,Wife,Other,Female,0,0,40,Mexico,<=50K
Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
Federal-gov,Some-college,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,England,>50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Private,Assoc-voc,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,50,United-States,<=50K
Local-gov,9th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,>50K
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
Self-emp-inc,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,70,South,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Local-gov,9th,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
Self-emp-not-inc,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,Bachelors,Never-married,Sales,Not-in-family,Black,Female,0,0,40,United-States,<=50K
Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,0,0,55,United-States,<=50K
Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
Self-emp-inc,Bachelors,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K
Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,24,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,Female,0,0,32,United-States,<=50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4064,0,60,United-States,<=50K
Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,35,El-Salvador,>50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
Private,HS-grad,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,?,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,0,0,5,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
Self-emp-not-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
